"","Branch.Name","Library.Type","Address","Website","Phone.Number","latitude","longitude","Charge","type2","type3","Label"
"71","Conover Branch Library","Library","403 Conover Station Se Conover, NC 28613","https://www.catawbacountync.gov/county-services/library/","(828) 466-5108",35.7016996,-81.2189,"Free",NA,"Library","<B>Conover Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>403 Conover Station Se Conover, NC 28613<br><a href=""https://www.catawbacountync.gov/county-services/library/"" target=""_blank"">Website</a><br>"
"72","Catawba County Library (Main)","Library","115 W C St Newton, NC 28658","https://www.catawbacountync.gov/county-services/library/","(828) 465-8664",35.6617794,-81.2251,"Free",NA,"Library","<B>Catawba County Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>115 W C St Newton, NC 28658<br><a href=""https://www.catawbacountync.gov/county-services/library/"" target=""_blank"">Website</a><br>"
"73","Maiden Branch Library","Library","11 S A Ave Maiden, NC 28650","https://www.catawbacountync.gov/county-services/library/","(828) 428-2712",35.57688478,-81.2154,"Free",NA,"Library","<B>Maiden Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>11 S A Ave Maiden, NC 28650<br><a href=""https://www.catawbacountync.gov/county-services/library/"" target=""_blank"">Website</a><br>"
"74","Sherrills Ford-Terrell Branch","Library","9154 Sherrills Ford Rd Terrell, NC 28682","https://www.catawbacountync.gov/county-services/library/","(828) 466-6827",35.59144396,-80.9793,"Free",NA,"Library","<B>Sherrills Ford-Terrell Branch</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>9154 Sherrills Ford Rd Terrell, NC 28682<br><a href=""https://www.catawbacountync.gov/county-services/library/"" target=""_blank"">Website</a><br>"
"75","Southwest Branch Library","Library","2944 S NC 127 Hwy Hickory, NC 28602","https://www.catawbacountync.gov/county-services/library/","(828) 466-6818",35.69057316,-81.3585,"Free",NA,"Library","<B>Southwest Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>2944 S NC 127 Hwy Hickory, NC 28602<br><a href=""https://www.catawbacountync.gov/county-services/library/"" target=""_blank"">Website</a><br>"
"76","St. Stephens Branch Library","Library","3225 Springs Rd Hickory, NC 28601","https://www.catawbacountync.gov/county-services/library/","(828) 466-6821",35.7588413,-81.2724,"Free",NA,"Library","<B>St. Stephens Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>3225 Springs Rd Hickory, NC 28601<br><a href=""https://www.catawbacountync.gov/county-services/library/"" target=""_blank"">Website</a><br>"
"77","Claremont Branch Library","Library","3288 E Main St Claremont, NC 28610","https://www.catawbacountync.gov/county-services/library/","(828) 466-6817",35.71545784,-81.1457,"Free",NA,"Library","<B>Claremont Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>3288 E Main St Claremont, NC 28610<br><a href=""https://www.catawbacountync.gov/county-services/library/"" target=""_blank"">Website</a><br>"
"78","Chapel Hill Public Library","Library","100 Library Dr Chapel Hill, NC 27514","https://www.chapelhillpubliclibrary.org/","(919) 968-2777",35.93079061,-79.0363,"Free",NA,"Library","<B>Chapel Hill Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>100 Library Dr Chapel Hill, NC 27514<br><a href=""https://www.chapelhillpubliclibrary.org/"" target=""_blank"">Website</a><br>"
"79","Beatties Ford Road Regional Library","Library","2412 Beatties Ford Rd Charlotte, NC 28216","https://www.cmlibrary.org/","(704) 416-3000",35.26747446,-80.8539,"Free",NA,"Library","<B>Beatties Ford Road Regional Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>2412 Beatties Ford Rd Charlotte, NC 28216<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"80","Cornelius Branch Library","Library","21105 Catawba Ave Cornelius, NC 28031","https://www.cmlibrary.org/","(704) 416-3800",35.48316462,-80.8644,"Free",NA,"Library","<B>Cornelius Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>21105 Catawba Ave Cornelius, NC 28031<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"81","Davidson Branch Library","Library","119 S Main St Davidson, NC 28036","https://www.cmlibrary.org/","(704) 416-4000",35.4989581,-80.8485,"Free",NA,"Library","<B>Davidson Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>119 S Main St Davidson, NC 28036<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"82","Hickory Grove Branch Library","Library","5935 Hickory Grove Rd Charlotte, NC 28215","https://www.cmlibrary.org/","(704) 416-4400",35.2227617,-80.7283,"Free",NA,"Library","<B>Hickory Grove Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>5935 Hickory Grove Rd Charlotte, NC 28215<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"83","Independence Regional Library","Library","6015 Conference Dr Charlotte, NC 28212","https://www.cmlibrary.org/","(704) 416-4800",35.1786533,-80.7554,"Free",NA,"Library","<B>Independence Regional Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>6015 Conference Dr Charlotte, NC 28212<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"84","Charlotte Mecklenburg Library (Main)","Library","310 N Tryon St Charlotte, NC 28202","https://www.cmlibrary.org/","(704) 416-0600",35.22883494,-80.8406,"Free",NA,"Library","<B>Charlotte Mecklenburg Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>310 N Tryon St Charlotte, NC 28202<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"85","Matthews Branch Library","Library","230 Matthews Station St Matthews, NC 28105","https://www.cmlibrary.org/","(704) 416-5000",35.11649943,-80.7187,"Free",NA,"Library","<B>Matthews Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>230 Matthews Station St Matthews, NC 28105<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"86","Mint Hill Branch Library","Library","6840 Matthews-Mint Hill Rd Charlotte, NC 28227","https://www.cmlibrary.org/","(704) 416-5200",35.17193223,-80.6593,"Free",NA,"Library","<B>Mint Hill Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>6840 Matthews-Mint Hill Rd Charlotte, NC 28227<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"87","Morrison Regional Library","Library","7015 Morrison Blvd Charlotte, NC 28211","https://www.cmlibrary.org/","(704) 416-5400",35.15092928,-80.8237,"Free",NA,"Library","<B>Morrison Regional Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>7015 Morrison Blvd Charlotte, NC 28211<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"88","Mountain Island Branch Library","Library","4420 Hoyt Galvin Wy Charlotte, NC 28214","https://www.cmlibrary.org/","(704) 416-5600",35.33490175,-80.9608,"Free",NA,"Library","<B>Mountain Island Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>4420 Hoyt Galvin Wy Charlotte, NC 28214<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"89","Myers Park Branch Library","Library","1361 Queens Rd Charlotte, NC 28207","https://www.cmlibrary.org/","(704) 416-5800",35.19624212,-80.8277,"Free",NA,"Library","<B>Myers Park Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>1361 Queens Rd Charlotte, NC 28207<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"90","North County Regional Library","Library","16500 Holly Crest Ln Huntersville, NC 28078","https://www.cmlibrary.org/","(704) 416-6000",35.43981399,-80.8635,"Free",NA,"Library","<B>North County Regional Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>16500 Holly Crest Ln Huntersville, NC 28078<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"91","Plaza Midwood Branch Library","Library","1623 Central Ave Charlotte, NC 28205","https://www.cmlibrary.org/","(704) 416-6200",35.22037105,-80.8118,"Free",NA,"Library","<B>Plaza Midwood Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>1623 Central Ave Charlotte, NC 28205<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"92","South Boulevard Library","Library","4429 South Blvd Charlotte, NC 28209","https://www.cmlibrary.org/","(704) 416-6400",35.18276441,-80.8757,"Free",NA,"Library","<B>South Boulevard Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>4429 South Blvd Charlotte, NC 28209<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"93","South County Regional Library","Library","5801 Rea Rd Charlotte, NC 28277","https://www.cmlibrary.org/","(704) 416-6600",35.08742453,-80.8118,"Free",NA,"Library","<B>South County Regional Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>5801 Rea Rd Charlotte, NC 28277<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"94","Steele Creek Branch Library","Library","13620 Steele Creek Rd Charlotte, NC 28273","https://www.cmlibrary.org/","(704) 416-6800",35.1081665,-80.9882,"Free",NA,"Library","<B>Steele Creek Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>13620 Steele Creek Rd Charlotte, NC 28273<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"95","Sugar Creek Branch Library","Library","4045 N Tryon St Charlotte, NC 28206","https://www.cmlibrary.org/","(704) 416-7000",35.25667352,-80.7979,"Free",NA,"Library","<B>Sugar Creek Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>4045 N Tryon St Charlotte, NC 28206<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"96","University City Regional Library","Library","301 E W T Harris Rd Charlotte, NC 28262","https://www.cmlibrary.org/","(704) 416-7200",35.30757954,-80.7525,"Free",NA,"Library","<B>University City Regional Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>301 E W T Harris Rd Charlotte, NC 28262<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"97","West Boulevard Branch Library","Library","2157 West Blvd Charlotte, NC 28208","https://www.cmlibrary.org/","(704) 416-7400",35.21156135,-80.8966,"Free",NA,"Library","<B>West Boulevard Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>2157 West Blvd Charlotte, NC 28208<br><a href=""https://www.cmlibrary.org/"" target=""_blank"">Website</a><br>"
"98","SouthPark Regional Library","Library","7015 Carnegie Blvd Charlotte Charlotte, NC 28211","https://www.cmlibrary.org","Ê704416-5400",35.15096228,-80.8237,"Free",NA,"Library","<B>SouthPark Regional Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>7015 Carnegie Blvd Charlotte Charlotte, NC 28211<br><a href=""https://www.cmlibrary.org"" target=""_blank"">Website</a><br>"
"99","Goldston Public Library","Library","9235 Pittsboro-Goldston Rd Goldston, NC 27252","https://www.chathamcountync.gov/government/departments-programs-i-z/library","(919) 898-4522",35.59579392,-79.3283,"Free",NA,"Library","<B>Goldston Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>9235 Pittsboro-Goldston Rd Goldston, NC 27252<br><a href=""https://www.chathamcountync.gov/government/departments-programs-i-z/library"" target=""_blank"">Website</a><br>"
"100","Chatham Community Library (Main)","Library","197 NC Hwy 87 N Pittsboro, NC 27312","https://www.chathamcountync.gov/government/departments-programs-i-z/library","(919) 545-8084",35.72323827,-79.187,"Free",NA,"Library","<B>Chatham Community Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>197 NC Hwy 87 N Pittsboro, NC 27312<br><a href=""https://www.chathamcountync.gov/government/departments-programs-i-z/library"" target=""_blank"">Website</a><br>"
"101","Wren Memorial Library","Library","500 N 2nd Ave Siler City, NC 27344","https://www.chathamcountync.gov/government/departments-programs-i-z/library","(919) 742-2016",35.72735204,-79.4647,"Free",NA,"Library","<B>Wren Memorial Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>500 N 2nd Ave Siler City, NC 27344<br><a href=""https://www.chathamcountync.gov/government/departments-programs-i-z/library"" target=""_blank"">Website</a><br>"
"102","Cleveland County Memorial Library (Main)","Library","104 Howie Dr Shelby, NC 28150","https://www.ccml.org/ccml/","(704) 487-9069",35.29378822,-81.5561,"Free",NA,"Library","<B>Cleveland County Memorial Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>104 Howie Dr Shelby, NC 28150<br><a href=""https://www.ccml.org/ccml/"" target=""_blank"">Website</a><br>"
"103","Spangler Branch Library","Library","112 Piedmont Dr Lawndale, NC 28090","https://www.ccml.org/ccml/","(704) 538-7005",35.4190111,-81.5518,"Free",NA,"Library","<B>Spangler Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>112 Piedmont Dr Lawndale, NC 28090<br><a href=""https://www.ccml.org/ccml/"" target=""_blank"">Website</a><br>"
"104","Chadbourn Community Library","Library","301 N Wilson St Chadbourn, NC 28431","https://ccplnc.weebly.com","(910) 654-3322",34.32466454,-78.825,"Free",NA,"Library","<B>Chadbourn Community Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>301 N Wilson St Chadbourn, NC 28431<br><a href=""https://ccplnc.weebly.com"" target=""_blank"">Website</a><br>"
"105","Columbus County Public Library (Main)","Library","407 N JK Powell Blvd Whiteville, NC 28472","https://ccplnc.weebly.com","(910) 642-3116",34.3305611,-78.7079,"Free",NA,"Library","<B>Columbus County Public Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>407 N JK Powell Blvd Whiteville, NC 28472<br><a href=""https://ccplnc.weebly.com"" target=""_blank"">Website</a><br>"
"106","Columbus County Public Library Bookmobile","Library","407 N JK Powell Blvd Whiteville, NC 28472","https://ccplnc.weebly.com","(910) 640-2665",34.3305611,-78.7079,"Free",NA,"Library","<B>Columbus County Public Library Bookmobile</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>407 N JK Powell Blvd Whiteville, NC 28472<br><a href=""https://ccplnc.weebly.com"" target=""_blank"">Website</a><br>"
"107","East Columbus Branch Library","Library","103 Church Rd Riegelwood, NC 28456","https://ccplnc.weebly.com","(910) 655-4157",34.341863,-78.2292,"Free",NA,"Library","<B>East Columbus Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>103 Church Rd Riegelwood, NC 28456<br><a href=""https://ccplnc.weebly.com"" target=""_blank"">Website</a><br>"
"108","Fair Bluff Community Library","Library","315 Railroad St Fair Bluff, NC 28439","https://ccplnc.weebly.com","(910) 649-7098",34.31498875,-79.0305,"Free",NA,"Library","<B>Fair Bluff Community Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>315 Railroad St Fair Bluff, NC 28439<br><a href=""https://ccplnc.weebly.com"" target=""_blank"">Website</a><br>"
"109","Tabor City Public Library","Library","1 E 5th St Tabor City, NC 28463","https://ccplnc.weebly.com","(910) 653-3774",34.1535764,-78.8661,"Free",NA,"Library","<B>Tabor City Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>1 E 5th St Tabor City, NC 28463<br><a href=""https://ccplnc.weebly.com"" target=""_blank"">Website</a><br>"
"110","Cove City-Craven County Public Library","Library","102 N Main St Cove City, NC 28523","https://www.cpcrl.org/","(252) 638-6363",35.1871694,-77.3205,"Free",NA,"Library","<B>Cove City-Craven County Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>102 N Main St Cove City, NC 28523<br><a href=""https://www.cpcrl.org/"" target=""_blank"">Website</a><br>"
"111","Havelock-Craven County Public","Library","301 Cunningham Blvd Havelock, NC 28532","https://www.cpcrl.org/","(252) 447-7509",34.87995371,-76.9009,"Free",NA,"Library","<B>Havelock-Craven County Public</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>301 Cunningham Blvd Havelock, NC 28532<br><a href=""https://www.cpcrl.org/"" target=""_blank"">Website</a><br>"
"112","New Bern-Craven County Public Library","Library","400 Johnson St New Bern, NC 28560","https://www.cpcrl.org/","(252) 638-7800",35.11094772,-77.0392,"Free",NA,"Library","<B>New Bern-Craven County Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>400 Johnson St New Bern, NC 28560<br><a href=""https://www.cpcrl.org/"" target=""_blank"">Website</a><br>"
"113","Pamlico County Library","Library","603 Main St Bayboro, NC 28515","https://www.cpcrl.org/","(252) 745-3515",35.14567216,-76.8137,"Free",NA,"Library","<B>Pamlico County Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>603 Main St Bayboro, NC 28515<br><a href=""https://www.cpcrl.org/"" target=""_blank"">Website</a><br>"
"114","Vanceboro-Craven County Public Library","Library","7931 Main St Vanceboro, NC 28586","https://www.cpcrl.org/","(252) 244-0571",35.29962517,-77.1524,"Free",NA,"Library","<B>Vanceboro-Craven County Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>7931 Main St Vanceboro, NC 28586<br><a href=""https://www.cpcrl.org/"" target=""_blank"">Website</a><br>"
"115","Bordeaux Branch Library","Library","3711 Village Dr Fayetteville, NC 28304","https://www.cumberlandcountync.gov/departments/library-group/library","(910) 483-7727",35.02700898,-78.9397,"Free",NA,"Library","<B>Bordeaux Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>3711 Village Dr Fayetteville, NC 28304<br><a href=""https://www.cumberlandcountync.gov/departments/library-group/library"" target=""_blank"">Website</a><br>"
"116","Cliffdale Branch Library","Library","6882 Cliffdale Rd Fayetteville, NC 28314","https://www.cumberlandcountync.gov/departments/library-group/library","(910) 483-7727",35.059794,-79.0104,"Free",NA,"Library","<B>Cliffdale Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>6882 Cliffdale Rd Fayetteville, NC 28314<br><a href=""https://www.cumberlandcountync.gov/departments/library-group/library"" target=""_blank"">Website</a><br>"
"117","Cumberland County Public Library","Library","300 Maiden Ln Fayetteville, NC 28301","https://www.cumberlandcountync.gov/departments/library-group/library","(910) 483-7727",35.05507032,-78.8809,"Free",NA,"Library","<B>Cumberland County Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>300 Maiden Ln Fayetteville, NC 28301<br><a href=""https://www.cumberlandcountync.gov/departments/library-group/library"" target=""_blank"">Website</a><br>"
"118","East Regional Branch Library","Library","4809 Clinton Rd Fayetteville, NC 28312","https://www.cumberlandcountync.gov/departments/library-group/library","(910) 483-7727",35.03639039,-78.7608,"Free",NA,"Library","<B>East Regional Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>4809 Clinton Rd Fayetteville, NC 28312<br><a href=""https://www.cumberlandcountync.gov/departments/library-group/library"" target=""_blank"">Website</a><br>"
"119","Hope Mills Branch Library","Library","3411 Golfview Rd Hope Mills, NC 28348","https://www.cumberlandcountync.gov/departments/library-group/library","(910) 483-7727",34.9745264,-78.9595,"Free",NA,"Library","<B>Hope Mills Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>3411 Golfview Rd Hope Mills, NC 28348<br><a href=""https://www.cumberlandcountync.gov/departments/library-group/library"" target=""_blank"">Website</a><br>"
"120","North Regional Branch Library","Library","855 McArthur Rd Fayetteville, NC 28311","https://www.cumberlandcountync.gov/departments/library-group/library","(910) 483-7727",35.12897971,-78.895,"Free",NA,"Library","<B>North Regional Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>855 McArthur Rd Fayetteville, NC 28311<br><a href=""https://www.cumberlandcountync.gov/departments/library-group/library"" target=""_blank"">Website</a><br>"
"121","Spring Lake Branch Library","Library","101 Laketree Blvd Spring Lake, NC 28390","https://www.cumberlandcountync.gov/departments/library-group/library","(910) 483-7727",35.18232706,-78.9866,"Free",NA,"Library","<B>Spring Lake Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>101 Laketree Blvd Spring Lake, NC 28390<br><a href=""https://www.cumberlandcountync.gov/departments/library-group/library"" target=""_blank"">Website</a><br>"
"122","West Regional Branch Library","Library","7469 Century Cir Fayetteville, NC 28306","https://www.cumberlandcountync.gov/departments/library-group/library","(910) 483-7727",35.01353372,-79.0434,"Free",NA,"Library","<B>West Regional Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>7469 Century Cir Fayetteville, NC 28306<br><a href=""https://www.cumberlandcountync.gov/departments/library-group/library"" target=""_blank"">Website</a><br>"
"123","Lexington Public Library (Main)","Library","602 S Main St Lexington, NC 27292","https://www.co.davidson.nc.us/274/library","(336) 242-2040",35.81913739,-80.2589,"Free",NA,"Library","<B>Lexington Public Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>602 S Main St Lexington, NC 27292<br><a href=""https://www.co.davidson.nc.us/274/library"" target=""_blank"">Website</a><br>"
"124","Denton Public Library","Library","310 W Salisbury St Denton, NC 27239","https://www.co.davidson.nc.us/274/library","(336) 859-2215",35.63344646,-80.1202,"Free",NA,"Library","<B>Denton Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>310 W Salisbury St Denton, NC 27239<br><a href=""https://www.co.davidson.nc.us/274/library"" target=""_blank"">Website</a><br>"
"125","Davidson County Bookmobile","Library","602 S Main St Lexington, NC 27292","https://www.co.davidson.nc.us/274/library","(336) 242-2040",35.81913739,-80.2589,"Free",NA,"Library","<B>Davidson County Bookmobile</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>602 S Main St Lexington, NC 27292<br><a href=""https://www.co.davidson.nc.us/274/library"" target=""_blank"">Website</a><br>"
"126","North Davidson Branch Library","Library","559 Critcher Dr Welcome, NC 27374","https://www.co.davidson.nc.us/274/library","(336) 242-2050",35.92866076,-80.243,"Free",NA,"Library","<B>North Davidson Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>559 Critcher Dr Welcome, NC 27374<br><a href=""https://www.co.davidson.nc.us/274/library"" target=""_blank"">Website</a><br>"
"127","Thomasville Public Library","Library","14 Randolph St Thomasville, NC 27360","https://www.co.davidson.nc.us/274/library","(336) 474-2690",35.88228167,-80.0814,"Free",NA,"Library","<B>Thomasville Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>14 Randolph St Thomasville, NC 27360<br><a href=""https://www.co.davidson.nc.us/274/library"" target=""_blank"">Website</a><br>"
"128","West Davidson Public Library","Library","246 Tyro School Rd Lexington, NC 27295","https://www.co.davidson.nc.us/274/library","(336) 853-4800",35.80919013,-80.3761,"Free",NA,"Library","<B>West Davidson Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>246 Tyro School Rd Lexington, NC 27295<br><a href=""https://www.co.davidson.nc.us/274/library"" target=""_blank"">Website</a><br>"
"129","Cooleemee Branch Library","Library","7796 Hwy 801 S Cooleemee, NC 27014","https://www.daviecountync.gov/400/public-library","(336) 284-2805",35.81591879,-80.5503,"Free",NA,"Library","<B>Cooleemee Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>7796 Hwy 801 S Cooleemee, NC 27014<br><a href=""https://www.daviecountync.gov/400/public-library"" target=""_blank"">Website</a><br>"
"130","Davie County Public Library (Main)","Library","371 N Main St Mocksville, NC 27028","https://www.daviecountync.gov/400/public-library","(336) 753-6030",35.89744451,-80.5596,"Free",NA,"Library","<B>Davie County Public Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>371 N Main St Mocksville, NC 27028<br><a href=""https://www.daviecountync.gov/400/public-library"" target=""_blank"">Website</a><br>"
"131","Florence Gallier Library","Library","104 W Main St Magnolia, NC 28453","https://www.youseemore.com/duplin/default.asp","(910) 289-7056",34.89616132,-78.0562,"Free",NA,"Library","<B>Florence Gallier Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>104 W Main St Magnolia, NC 28453<br><a href=""https://www.youseemore.com/duplin/default.asp"" target=""_blank"">Website</a><br>"
"132","Dorothy Wightman Library (Main)","Library","107 Bowden Dr Kenansville, NC 28349",NA,"(910) 296-2117",34.96371649,-77.9645,"Free",NA,"Library","<B>Dorothy Wightman Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>107 Bowden Dr Kenansville, NC 28349<br><a href=""NA"" target=""_blank"">Website</a><br>"
"133","Emily Hill Library","Library","106 Park Cir Faison, NC 28341",NA,"(910) 267-0601",35.11975375,-78.1401,"Free",NA,"Library","<B>Emily Hill Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>106 Park Cir Faison, NC 28341<br><a href=""NA"" target=""_blank"">Website</a><br>"
"134","Phillip Leff Memorial Library","Library","807 E Broad St Beulaville, NC 28518",NA,"(910) 298-4677",34.92127146,-77.7655,"Free",NA,"Library","<B>Phillip Leff Memorial Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>807 E Broad St Beulaville, NC 28518<br><a href=""NA"" target=""_blank"">Website</a><br>"
"135","Rose Hill Library","Library","113 S Walnut St Rose Hill, NC 28458",NA,"(910) 289-2490",34.82654963,-78.0211,"Free",NA,"Library","<B>Rose Hill Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>113 S Walnut St Rose Hill, NC 28458<br><a href=""NA"" target=""_blank"">Website</a><br>"
"136","Warsaw-Kornegay Public Library","Library","117 E College St Warsaw, NC 28398",NA,"(910) 293-4664",34.99962316,-78.0907,"Free",NA,"Library","<B>Warsaw-Kornegay Public Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>117 E College St Warsaw, NC 28398<br><a href=""NA"" target=""_blank"">Website</a><br>"
"137","East Regional Branch Library","Library","211 Lick Creek Ln Durham, NC 27703","https://www.durhamcountylibrary.org/","(919) 560-0203",35.97782918,-78.8103,"Free",NA,"Library","<B>East Regional Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>211 Lick Creek Ln Durham, NC 27703<br><a href=""https://www.durhamcountylibrary.org/"" target=""_blank"">Website</a><br>"
"138","South Regional Library","Library","4505 S Alston Ave Durham, NC 27713","https://www.durhamcountylibrary.org/","(919) 560-7409",35.90321246,-78.8889,"Free",NA,"Library","<B>South Regional Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>4505 S Alston Ave Durham, NC 27713<br><a href=""https://www.durhamcountylibrary.org/"" target=""_blank"">Website</a><br>"
"139","Bragtown Branch Library","Library","3200 Dearborn Dr Durham, NC 27704","https://www.durhamcountylibrary.org/","(919) 560-0210",36.03731093,-78.8716,"Free",NA,"Library","<B>Bragtown Branch Library</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>3200 Dearborn Dr Durham, NC 27704<br><a href=""https://www.durhamcountylibrary.org/"" target=""_blank"">Website</a><br>"
"140","Durham County Library (Main)","Library","300 N Roxboro St Durham, NC 27701","https://www.durhamcountylibrary.org/","(919) 560-0100",35.99498569,-78.8973,"Free",NA,"Library","<B>Durham County Library (Main)</B><br><B>Library</B><br><B>Charge: </B>Free<br><B>Address: </B>300 N Roxboro St Durham, NC 27701<br><a href=""https://www.durhamcountylibrary.org/"" target=""_blank"">Website</a><br>"
